iri,missing-uberon_human_set,iri_in_UBERON-humanset
http://purl.obolibrary.org/obo/UBERON_0002347,0,1
http://purl.obolibrary.org/obo/UBERON_0002349,0,1
http://purl.obolibrary.org/obo/UBERON_0002350,0,1
http://purl.obolibrary.org/obo/UBERON_0002351,0,1
http://purl.obolibrary.org/obo/UBERON_0002352,0,1
http://purl.obolibrary.org/obo/UBERON_0002353,0,1
http://purl.obolibrary.org/obo/UBERON_0002354,0,1
http://purl.obolibrary.org/obo/UBERON_0002361,0,1
http://purl.obolibrary.org/obo/UBERON_0002362,0,1
http://purl.obolibrary.org/obo/UBERON_0002363,0,1
http://purl.obolibrary.org/obo/UBERON_0002366,0,1
http://purl.obolibrary.org/obo/UBERON_0002367,0,1
http://purl.obolibrary.org/obo/UBERON_0002369,0,1
http://purl.obolibrary.org/obo/UBERON_0002370,0,1
http://purl.obolibrary.org/obo/UBERON_0002371,0,1
http://purl.obolibrary.org/obo/UBERON_0002373,0,1
http://purl.obolibrary.org/obo/UBERON_0002374,0,1
http://purl.obolibrary.org/obo/UBERON_0002375,0,1
http://purl.obolibrary.org/obo/UBERON_0002377,0,1
http://purl.obolibrary.org/obo/UBERON_0002378,0,1
http://purl.obolibrary.org/obo/UBERON_0002382,0,1
http://purl.obolibrary.org/obo/UBERON_0002385,0,1
http://purl.obolibrary.org/obo/UBERON_0002390,0,1
http://purl.obolibrary.org/obo/UBERON_0002391,0,1
http://purl.obolibrary.org/obo/UBERON_0002392,0,1
http://purl.obolibrary.org/obo/UBERON_0002394,0,1
http://purl.obolibrary.org/obo/UBERON_0002395,0,1
http://purl.obolibrary.org/obo/UBERON_0002396,0,1
http://purl.obolibrary.org/obo/UBERON_0002405,0,1
http://purl.obolibrary.org/obo/UBERON_0002407,0,1
http://purl.obolibrary.org/obo/UBERON_0002409,0,1
http://purl.obolibrary.org/obo/UBERON_0002410,0,1
http://purl.obolibrary.org/obo/UBERON_0002411,0,1
http://purl.obolibrary.org/obo/UBERON_0002413,0,1
http://purl.obolibrary.org/obo/UBERON_0002414,0,1
http://purl.obolibrary.org/obo/UBERON_0002418,0,1
http://purl.obolibrary.org/obo/UBERON_0002420,0,1
http://purl.obolibrary.org/obo/UBERON_0002421,0,1
http://purl.obolibrary.org/obo/UBERON_0002422,0,1
http://purl.obolibrary.org/obo/UBERON_0002430,0,1
http://purl.obolibrary.org/obo/UBERON_0002432,0,1
http://purl.obolibrary.org/obo/UBERON_0002435,0,1
http://purl.obolibrary.org/obo/UBERON_0002436,0,1
http://purl.obolibrary.org/obo/UBERON_0002441,0,1
http://purl.obolibrary.org/obo/UBERON_0002445,0,1
http://purl.obolibrary.org/obo/UBERON_0002446,0,1
http://purl.obolibrary.org/obo/UBERON_0002450,0,1
http://purl.obolibrary.org/obo/UBERON_0002453,0,1
http://purl.obolibrary.org/obo/UBERON_0002456,0,1
http://purl.obolibrary.org/obo/UBERON_0002463,0,1
http://purl.obolibrary.org/obo/UBERON_0002465,0,1
http://purl.obolibrary.org/obo/UBERON_0002469,0,1
http://purl.obolibrary.org/obo/UBERON_0002481,0,1
http://purl.obolibrary.org/obo/UBERON_0002486,0,1
http://purl.obolibrary.org/obo/UBERON_0002493,0,1
http://purl.obolibrary.org/obo/UBERON_0002494,0,1
http://purl.obolibrary.org/obo/UBERON_0002497,0,1
http://purl.obolibrary.org/obo/UBERON_0002500,0,1
http://purl.obolibrary.org/obo/UBERON_0002512,0,1
http://purl.obolibrary.org/obo/UBERON_0002517,0,1
http://purl.obolibrary.org/obo/UBERON_0002522,0,1
http://purl.obolibrary.org/obo/UBERON_0002523,0,1
http://purl.obolibrary.org/obo/UBERON_0002550,0,1
http://purl.obolibrary.org/obo/UBERON_0002555,0,1
http://purl.obolibrary.org/obo/UBERON_0002600,0,1
http://purl.obolibrary.org/obo/UBERON_0002606,0,1
http://purl.obolibrary.org/obo/UBERON_0002620,0,1
http://purl.obolibrary.org/obo/UBERON_0002623,0,1
http://purl.obolibrary.org/obo/UBERON_0002631,0,1
http://purl.obolibrary.org/obo/UBERON_0002634,0,1
http://purl.obolibrary.org/obo/UBERON_0002639,0,1
http://purl.obolibrary.org/obo/UBERON_0002663,0,1
http://purl.obolibrary.org/obo/UBERON_0002682,0,1
http://purl.obolibrary.org/obo/UBERON_0002684,0,1
http://purl.obolibrary.org/obo/UBERON_0002689,0,1
http://purl.obolibrary.org/obo/UBERON_0002691,0,1
http://purl.obolibrary.org/obo/UBERON_0002705,0,1
http://purl.obolibrary.org/obo/UBERON_0002709,0,1
http://purl.obolibrary.org/obo/UBERON_0002726,0,1
http://purl.obolibrary.org/obo/UBERON_0002728,0,1
http://purl.obolibrary.org/obo/UBERON_0002733,0,1
http://purl.obolibrary.org/obo/UBERON_0002736,0,1
http://purl.obolibrary.org/obo/UBERON_0002739,0,1
http://purl.obolibrary.org/obo/UBERON_0002741,0,1
http://purl.obolibrary.org/obo/UBERON_0002743,0,1
http://purl.obolibrary.org/obo/UBERON_0002754,0,1
http://purl.obolibrary.org/obo/UBERON_0002770,0,1
http://purl.obolibrary.org/obo/UBERON_0002776,0,1
http://purl.obolibrary.org/obo/UBERON_0002788,0,1
http://purl.obolibrary.org/obo/UBERON_0002869,0,1
http://purl.obolibrary.org/obo/UBERON_0002883,0,1
http://purl.obolibrary.org/obo/UBERON_0002891,0,1
http://purl.obolibrary.org/obo/UBERON_0002894,0,1
http://purl.obolibrary.org/obo/UBERON_0002925,0,1
http://purl.obolibrary.org/obo/UBERON_0002932,0,1
http://purl.obolibrary.org/obo/UBERON_0002967,0,1
http://purl.obolibrary.org/obo/UBERON_0002973,0,1
http://purl.obolibrary.org/obo/UBERON_0002981,0,1
http://purl.obolibrary.org/obo/UBERON_0003017,0,1
http://purl.obolibrary.org/obo/UBERON_0003023,0,1
http://purl.obolibrary.org/obo/UBERON_0003040,0,1
http://purl.obolibrary.org/obo/UBERON_0003044,0,1
http://purl.obolibrary.org/obo/UBERON_0003126,0,1
http://purl.obolibrary.org/obo/UBERON_0003129,0,1
http://purl.obolibrary.org/obo/UBERON_0003133,0,1
http://purl.obolibrary.org/obo/UBERON_0003134,0,1
http://purl.obolibrary.org/obo/UBERON_0003135,0,1
http://purl.obolibrary.org/obo/UBERON_0003209,0,1
http://purl.obolibrary.org/obo/UBERON_0003216,0,1
http://purl.obolibrary.org/obo/UBERON_0003252,0,1
http://purl.obolibrary.org/obo/UBERON_0003427,0,1
http://purl.obolibrary.org/obo/UBERON_0003460,0,1
http://purl.obolibrary.org/obo/UBERON_0003462,0,1
http://purl.obolibrary.org/obo/UBERON_0003464,0,1
http://purl.obolibrary.org/obo/UBERON_0003473,0,1
http://purl.obolibrary.org/obo/UBERON_0003474,0,1
http://purl.obolibrary.org/obo/UBERON_0003501,0,1
http://purl.obolibrary.org/obo/UBERON_0003528,0,1
http://purl.obolibrary.org/obo/UBERON_0003544,0,1
http://purl.obolibrary.org/obo/UBERON_0003668,0,1
http://purl.obolibrary.org/obo/UBERON_0003669,0,1
http://purl.obolibrary.org/obo/UBERON_0003671,0,1
http://purl.obolibrary.org/obo/UBERON_0003673,0,1
http://purl.obolibrary.org/obo/UBERON_0003676,0,1
http://purl.obolibrary.org/obo/UBERON_0003681,0,1
http://purl.obolibrary.org/obo/UBERON_0003682,0,1
http://purl.obolibrary.org/obo/UBERON_0003683,0,1
http://purl.obolibrary.org/obo/UBERON_0003685,0,1
http://purl.obolibrary.org/obo/UBERON_0003686,0,1
http://purl.obolibrary.org/obo/UBERON_0003689,0,1
http://purl.obolibrary.org/obo/UBERON_0003690,0,1
http://purl.obolibrary.org/obo/UBERON_0003691,0,1
http://purl.obolibrary.org/obo/UBERON_0003692,0,1
http://purl.obolibrary.org/obo/UBERON_0003694,0,1
http://purl.obolibrary.org/obo/UBERON_0003695,0,1
http://purl.obolibrary.org/obo/UBERON_0003696,0,1
http://purl.obolibrary.org/obo/UBERON_0003698,0,1
http://purl.obolibrary.org/obo/UBERON_0003699,0,1
http://purl.obolibrary.org/obo/UBERON_0003700,0,1
http://purl.obolibrary.org/obo/UBERON_0003701,0,1
http://purl.obolibrary.org/obo/UBERON_0003703,0,1
http://purl.obolibrary.org/obo/UBERON_0003704,0,1
http://purl.obolibrary.org/obo/UBERON_0003705,0,1
http://purl.obolibrary.org/obo/UBERON_0003706,0,1
http://purl.obolibrary.org/obo/UBERON_0003707,0,1
http://purl.obolibrary.org/obo/UBERON_0003708,0,1
http://purl.obolibrary.org/obo/UBERON_0003709,0,1
http://purl.obolibrary.org/obo/UBERON_0003710,0,1
http://purl.obolibrary.org/obo/UBERON_0003711,0,1
http://purl.obolibrary.org/obo/UBERON_0003712,0,1
http://purl.obolibrary.org/obo/UBERON_0003713,0,1
http://purl.obolibrary.org/obo/UBERON_0003715,0,1
http://purl.obolibrary.org/obo/UBERON_0003716,0,1
http://purl.obolibrary.org/obo/UBERON_0003718,0,1
http://purl.obolibrary.org/obo/UBERON_0003719,0,1
http://purl.obolibrary.org/obo/UBERON_0003720,0,1
http://purl.obolibrary.org/obo/UBERON_0003721,0,1
http://purl.obolibrary.org/obo/UBERON_0003722,0,1
http://purl.obolibrary.org/obo/UBERON_0003723,0,1
http://purl.obolibrary.org/obo/UBERON_0003724,0,1
http://purl.obolibrary.org/obo/UBERON_0003725,0,1
http://purl.obolibrary.org/obo/UBERON_0003726,0,1
http://purl.obolibrary.org/obo/UBERON_0003727,0,1
http://purl.obolibrary.org/obo/UBERON_0003831,0,1
http://purl.obolibrary.org/obo/UBERON_0003881,0,1
http://purl.obolibrary.org/obo/UBERON_0003882,0,1
http://purl.obolibrary.org/obo/UBERON_0003883,0,1
http://purl.obolibrary.org/obo/UBERON_0003889,0,1
http://purl.obolibrary.org/obo/UBERON_0003903,1,0
http://purl.obolibrary.org/obo/UBERON_0003925,0,1
http://purl.obolibrary.org/obo/UBERON_0003926,0,1
http://purl.obolibrary.org/obo/UBERON_0003948,0,1
http://purl.obolibrary.org/obo/UBERON_0003951,0,1
http://purl.obolibrary.org/obo/UBERON_0003957,0,1
http://purl.obolibrary.org/obo/UBERON_0003959,0,1
http://purl.obolibrary.org/obo/UBERON_0004019,0,1
http://purl.obolibrary.org/obo/UBERON_0004023,0,1
http://purl.obolibrary.org/obo/UBERON_0004029,0,1
http://purl.obolibrary.org/obo/UBERON_0004086,0,1
http://purl.obolibrary.org/obo/UBERON_0004087,0,1
http://purl.obolibrary.org/obo/UBERON_0004092,0,1
http://purl.obolibrary.org/obo/UBERON_0004096,0,1
http://purl.obolibrary.org/obo/UBERON_0004122,0,1
http://purl.obolibrary.org/obo/UBERON_0004129,0,1
http://purl.obolibrary.org/obo/UBERON_0004134,0,1
http://purl.obolibrary.org/obo/UBERON_0004135,0,1
http://purl.obolibrary.org/obo/UBERON_0004237,0,1
http://purl.obolibrary.org/obo/UBERON_0004288,0,1
http://purl.obolibrary.org/obo/UBERON_0004367,0,1
http://purl.obolibrary.org/obo/UBERON_0004370,0,1
http://purl.obolibrary.org/obo/UBERON_0004449,0,1
http://purl.obolibrary.org/obo/UBERON_0004467,0,1
http://purl.obolibrary.org/obo/UBERON_0004527,0,1
http://purl.obolibrary.org/obo/UBERON_0004535,0,1
http://purl.obolibrary.org/obo/UBERON_0004545,0,1
http://purl.obolibrary.org/obo/UBERON_0004550,0,1
http://purl.obolibrary.org/obo/UBERON_0004638,0,1
http://purl.obolibrary.org/obo/UBERON_0004657,0,1
http://purl.obolibrary.org/obo/UBERON_0004670,0,1
http://purl.obolibrary.org/obo/UBERON_0004676,0,1
http://purl.obolibrary.org/obo/UBERON_0004684,0,1
http://purl.obolibrary.org/obo/UBERON_0004711,0,1
http://purl.obolibrary.org/obo/UBERON_0004714,0,1
http://purl.obolibrary.org/obo/UBERON_0004720,0,1
http://purl.obolibrary.org/obo/UBERON_0004725,0,1
http://purl.obolibrary.org/obo/UBERON_0004727,0,1
http://purl.obolibrary.org/obo/UBERON_0004742,0,1
http://purl.obolibrary.org/obo/UBERON_0004754,0,1
http://purl.obolibrary.org/obo/UBERON_0004769,0,1
http://purl.obolibrary.org/obo/UBERON_0004785,0,1
http://purl.obolibrary.org/obo/UBERON_0004813,0,1
http://purl.obolibrary.org/obo/UBERON_0004850,0,1
http://purl.obolibrary.org/obo/UBERON_0004907,0,1
http://purl.obolibrary.org/obo/UBERON_0004908,0,1
http://purl.obolibrary.org/obo/UBERON_0004913,0,1
http://purl.obolibrary.org/obo/UBERON_0004915,0,1
http://purl.obolibrary.org/obo/UBERON_0005290,0,1
http://purl.obolibrary.org/obo/UBERON_0005303,0,1
http://purl.obolibrary.org/obo/UBERON_0005304,0,1
http://purl.obolibrary.org/obo/UBERON_0005352,0,1
http://purl.obolibrary.org/obo/UBERON_0005363,0,1
http://purl.obolibrary.org/obo/UBERON_0005372,0,1
http://purl.obolibrary.org/obo/UBERON_0005396,0,1
http://purl.obolibrary.org/obo/UBERON_0005403,0,1
http://purl.obolibrary.org/obo/UBERON_0005408,0,1
http://purl.obolibrary.org/obo/UBERON_0005413,0,1
http://purl.obolibrary.org/obo/UBERON_0005438,0,1
http://purl.obolibrary.org/obo/UBERON_0005440,0,1
http://purl.obolibrary.org/obo/UBERON_0005456,0,1
http://purl.obolibrary.org/obo/UBERON_0005465,0,1
http://purl.obolibrary.org/obo/UBERON_0005486,0,1
http://purl.obolibrary.org/obo/UBERON_0005609,0,1
http://purl.obolibrary.org/obo/UBERON_0005610,0,1
http://purl.obolibrary.org/obo/UBERON_0005616,0,1
http://purl.obolibrary.org/obo/UBERON_0005617,0,1
http://purl.obolibrary.org/obo/UBERON_0005742,0,1
http://purl.obolibrary.org/obo/UBERON_0005777,0,1
http://purl.obolibrary.org/obo/UBERON_0005806,0,1
http://purl.obolibrary.org/obo/UBERON_0005893,0,1
http://purl.obolibrary.org/obo/UBERON_0005897,0,1
http://purl.obolibrary.org/obo/UBERON_0005899,0,1
http://purl.obolibrary.org/obo/UBERON_0005969,0,1
http://purl.obolibrary.org/obo/UBERON_0005974,0,1
http://purl.obolibrary.org/obo/UBERON_0005985,0,1
http://purl.obolibrary.org/obo/UBERON_0005994,0,1
http://purl.obolibrary.org/obo/UBERON_0006007,0,1
http://purl.obolibrary.org/obo/UBERON_0006083,0,1
http://purl.obolibrary.org/obo/UBERON_0006107,0,1
http://purl.obolibrary.org/obo/UBERON_0006134,0,1
http://purl.obolibrary.org/obo/UBERON_0006135,0,1
http://purl.obolibrary.org/obo/UBERON_0006136,0,1
http://purl.obolibrary.org/obo/UBERON_0006349,0,1
http://purl.obolibrary.org/obo/UBERON_0006431,0,1
http://purl.obolibrary.org/obo/UBERON_0006444,0,1
http://purl.obolibrary.org/obo/UBERON_0006481,0,1
http://purl.obolibrary.org/obo/UBERON_0006517,0,1
http://purl.obolibrary.org/obo/UBERON_0006531,0,1
http://purl.obolibrary.org/obo/UBERON_0006562,0,1
http://purl.obolibrary.org/obo/UBERON_0006588,0,1
http://purl.obolibrary.org/obo/UBERON_0006589,0,1
http://purl.obolibrary.org/obo/UBERON_0006614,0,1
http://purl.obolibrary.org/obo/UBERON_0006618,0,1
http://purl.obolibrary.org/obo/UBERON_0006633,0,1
http://purl.obolibrary.org/obo/UBERON_0006657,0,1
http://purl.obolibrary.org/obo/UBERON_0006658,0,1
http://purl.obolibrary.org/obo/UBERON_0006659,0,1
http://purl.obolibrary.org/obo/UBERON_0006673,0,1
http://purl.obolibrary.org/obo/UBERON_0006675,0,1
http://purl.obolibrary.org/obo/UBERON_0006689,0,1
http://purl.obolibrary.org/obo/UBERON_0006720,0,1
http://purl.obolibrary.org/obo/UBERON_0006761,0,1
http://purl.obolibrary.org/obo/UBERON_0006767,0,1
http://purl.obolibrary.org/obo/UBERON_0006798,0,1
http://purl.obolibrary.org/obo/UBERON_0006801,0,1
http://purl.obolibrary.org/obo/UBERON_0006810,0,1
http://purl.obolibrary.org/obo/UBERON_0006812,0,1
http://purl.obolibrary.org/obo/UBERON_0006849,0,1
http://purl.obolibrary.org/obo/UBERON_0007106,0,1
http://purl.obolibrary.org/obo/UBERON_0007119,0,1
http://purl.obolibrary.org/obo/UBERON_0007228,0,1
http://purl.obolibrary.org/obo/UBERON_0007230,0,1
http://purl.obolibrary.org/obo/UBERON_0007268,0,1
http://purl.obolibrary.org/obo/UBERON_0007318,0,1
http://purl.obolibrary.org/obo/UBERON_0007329,0,1
http://purl.obolibrary.org/obo/UBERON_0007412,0,1
http://purl.obolibrary.org/obo/UBERON_0007610,0,1
http://purl.obolibrary.org/obo/UBERON_0007625,0,1
http://purl.obolibrary.org/obo/UBERON_0007632,0,1
http://purl.obolibrary.org/obo/UBERON_0007634,0,1
http://purl.obolibrary.org/obo/UBERON_0007650,0,1
http://purl.obolibrary.org/obo/UBERON_0007692,0,1
http://purl.obolibrary.org/obo/UBERON_0007703,0,1
http://purl.obolibrary.org/obo/UBERON_0007721,0,1
http://purl.obolibrary.org/obo/UBERON_0008199,0,1
http://purl.obolibrary.org/obo/UBERON_0008447,0,1
http://purl.obolibrary.org/obo/UBERON_0008450,0,1
http://purl.obolibrary.org/obo/UBERON_0008612,0,1
http://purl.obolibrary.org/obo/UBERON_0008788,0,1
http://purl.obolibrary.org/obo/UBERON_0008846,0,1
http://purl.obolibrary.org/obo/UBERON_0008930,0,1
http://purl.obolibrary.org/obo/UBERON_0008982,0,1
http://purl.obolibrary.org/obo/UBERON_0009005,0,1
http://purl.obolibrary.org/obo/UBERON_0009025,0,1
http://purl.obolibrary.org/obo/UBERON_0009050,0,1
http://purl.obolibrary.org/obo/UBERON_0009623,0,1
http://purl.obolibrary.org/obo/UBERON_0009675,0,1
http://purl.obolibrary.org/obo/UBERON_0009773,0,1
http://purl.obolibrary.org/obo/UBERON_0009834,0,1
http://purl.obolibrary.org/obo/UBERON_0009976,0,1
http://purl.obolibrary.org/obo/UBERON_0010002,0,1
http://purl.obolibrary.org/obo/UBERON_0010010,0,1
http://purl.obolibrary.org/obo/UBERON_0010163,0,1
http://purl.obolibrary.org/obo/UBERON_0010225,0,1
http://purl.obolibrary.org/obo/UBERON_0010742,0,1
http://purl.obolibrary.org/obo/UBERON_0010743,0,1
http://purl.obolibrary.org/obo/UBERON_0010754,0,1
http://purl.obolibrary.org/obo/UBERON_0010996,0,1
http://purl.obolibrary.org/obo/UBERON_0011119,0,1
http://purl.obolibrary.org/obo/UBERON_0011132,0,1
http://purl.obolibrary.org/obo/UBERON_0011136,0,1
http://purl.obolibrary.org/obo/UBERON_0011166,0,1
http://purl.obolibrary.org/obo/UBERON_0011220,0,1
http://purl.obolibrary.org/obo/UBERON_0011319,0,1
http://purl.obolibrary.org/obo/UBERON_0011390,0,1
http://purl.obolibrary.org/obo/UBERON_0011924,0,1
http://purl.obolibrary.org/obo/UBERON_0011925,0,1
http://purl.obolibrary.org/obo/UBERON_0011926,0,1
http://purl.obolibrary.org/obo/UBERON_0011929,0,1
http://purl.obolibrary.org/obo/UBERON_0012168,0,1
http://purl.obolibrary.org/obo/UBERON_0012179,0,1
http://purl.obolibrary.org/obo/UBERON_0012332,0,1
http://purl.obolibrary.org/obo/UBERON_0012337,0,1
http://purl.obolibrary.org/obo/UBERON_0012360,0,1
http://purl.obolibrary.org/obo/UBERON_0012449,0,1
http://purl.obolibrary.org/obo/UBERON_0012453,0,1
http://purl.obolibrary.org/obo/UBERON_0013422,0,1
http://purl.obolibrary.org/obo/UBERON_0013475,0,1
http://purl.obolibrary.org/obo/UBERON_0013552,0,1
http://purl.obolibrary.org/obo/UBERON_0013685,0,1
http://purl.obolibrary.org/obo/UBERON_0014454,0,1
http://purl.obolibrary.org/obo/UBERON_0014537,0,1
http://purl.obolibrary.org/obo/UBERON_0014908,0,1
http://purl.obolibrary.org/obo/UBERON_0015129,0,1
http://purl.obolibrary.org/obo/UBERON_0015488,0,1
http://purl.obolibrary.org/obo/UBERON_0016525,0,1
http://purl.obolibrary.org/obo/UBERON_0016884,0,1
http://purl.obolibrary.org/obo/UBERON_0018103,0,1
http://purl.obolibrary.org/obo/UBERON_0018107,0,1
http://purl.obolibrary.org/obo/UBERON_0018144,1,0
http://purl.obolibrary.org/obo/UBERON_0018254,0,1
http://purl.obolibrary.org/obo/UBERON_0018348,0,1
http://purl.obolibrary.org/obo/UBERON_0018396,0,1
http://purl.obolibrary.org/obo/UBERON_0022320,0,1
http://purl.obolibrary.org/obo/UBERON_0034891,0,1
http://purl.obolibrary.org/obo/UBERON_0034931,0,1
http://purl.obolibrary.org/obo/UBERON_0034971,0,1
http://purl.obolibrary.org/obo/UBERON_0034972,0,1
http://purl.obolibrary.org/obo/UBERON_0034979,0,1
http://purl.obolibrary.org/obo/UBERON_0035018,0,1
http://purl.obolibrary.org/obo/UBERON_0035032,0,1
http://purl.obolibrary.org/obo/UBERON_0035618,0,1
http://purl.obolibrary.org/obo/UBERON_0035642,0,1
http://purl.obolibrary.org/obo/UBERON_0035652,0,1
http://purl.obolibrary.org/obo/UBERON_0035771,0,1
http://purl.obolibrary.org/obo/UBERON_0035803,0,1
http://purl.obolibrary.org/obo/UBERON_0036145,0,1
http://purl.obolibrary.org/obo/UBERON_0036185,0,1
http://purl.obolibrary.org/obo/UBERON_0036224,0,1
http://purl.obolibrary.org/obo/UBERON_0036292,0,1
http://purl.obolibrary.org/obo/UBERON_4200218,0,1
http://purl.obolibrary.org/obo/UBERON_8410081,0,1
http://purl.obolibrary.org/obo/UBERON_8480022,0,1
http://purl.obolibrary.org/obo/UBERON_8600018,0,1
