subject_id,subject_label,predicate_id,object_id,object_label,comment,mapping_justification
http://purl.obolibrary.org/obo/UBERON_0001389,soleus muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0027725,"Muscle, Skeletal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001394,axillary artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002049,Axillary Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001398,brachial artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002855,Brachial Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001404,radial artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0026592,Radial Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001406,ulnar artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0026593,Ulnar Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018450,Radius,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001424,ulna,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022227,Ulna,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001427,radiale,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0352484,Scaphoid Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001428,intermedium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019637,Lunate Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001429,pisiform,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0479688,Pisiform Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001430,distal carpal bone 1,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0479693,Trapezium Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001431,distal carpal bone 2,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0479694,Trapezoid Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001432,distal carpal bone 3,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0479695,Capitate Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001433,distal carpal bone 4,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0479696,Hamate Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003552,Carpal Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001436,phalanx of manus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0473618,Finger Phalanges,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001446,fibula,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008459,Fibula,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001447,tarsal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021042,Tarsal Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001448,metatarsal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013529,Metatarsal Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0473616,Toe Phalanges,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003140,Calcaneus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001451,navicular bone of pes,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021042,Tarsal Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001455,cuboid bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021042,Tarsal Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001473,lymphatic vessel,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0441573,Lymphatic Vessels,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001474,bone element,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002767,Bone and Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001476,deltoid,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0538439,Deltoid Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001477,infraspinatus muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0025841,Rotator Cuff,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001479,sesamoid bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019702,Sesamoid Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001485,knee joint,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012068,Knee Joint,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001492,radial nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018374,Radial Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001494,ulnar nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022229,Ulnar Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001495,pectoral muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016081,Pectoralis Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001496,ascending aorta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001542,"Aorta, Thoracic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001508,arch of aorta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001542,"Aorta, Thoracic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001514,descending aorta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001542,"Aorta, Thoracic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001515,thoracic aorta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001542,"Aorta, Thoracic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001516,abdominal aorta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001541,"Aorta, Abdominal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001529,brachiocephalic artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0024626,Brachiocephalic Trunk,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001530,common carotid artery plus branches,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0026594,"Carotid Artery, Common","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001532,internal carotid artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003545,"Carotid Artery, Internal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001533,subclavian artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020649,Subclavian Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001535,vertebral artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022621,Vertebral Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001537,anterior tibial artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0025729,Tibial Arteries,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001538,posterior tibial artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0025729,Tibial Arteries,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001544,popliteal vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0017286,Popliteal Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001555,digestive tract,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0439813,Gastrointestinal Tract,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001566,cricothyroid muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012230,Laryngeal Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001568,muscle of larynx,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012230,Laryngeal Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001577,facial muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008118,Facial Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001579,olfactory nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015254,Olfactory Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001585,anterior vena cava,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022585,"Vena Cava, Superior","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001587,subclavian vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020651,Subclavian Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001594,azygos vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002096,Azygos Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001597,masseter muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013088,Masseter Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001598,temporalis muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021151,Temporal Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001599,stapedius muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020417,Stapedius,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001600,tensor tympani,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021168,Tensor Tympani,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001601,extra-ocular muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015216,Oculomotor Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001616,maxillary artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013131,Maxillary Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001619,ophthalmic artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015324,Ophthalmic Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001620,central retinal artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018941,Retinal Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001621,coronary artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0005197,Coronary Vessels,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001624,anterior cerebral artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328394,Anterior Cerebral Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001627,middle cerebral artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328542,Middle Cerebral Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001631,thoracic duct,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021395,Thoracic Duct,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001632,temporal artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021146,Temporal Arteries,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001633,basilar artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002218,Basilar Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001636,posterior cerebral artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328556,Posterior Cerebral Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001637,artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001731,Arteries,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001638,vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022581,Veins,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001639,hepatic portal vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0017339,Portal Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001640,celiac artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003735,Celiac Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001641,transverse sinus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0500783,Transverse Sinuses,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001642,superior sagittal sinus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0500779,Superior Sagittal Sinus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001643,oculomotor nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015217,Oculomotor Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001644,trochlear nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022026,Trochlear Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001645,trigeminal nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021965,Trigeminal Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001646,abducens nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001647,facial nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008121,Facial Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001648,vestibulocochlear nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0000241,Vestibulocochlear Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001649,glossopharyngeal nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009311,Glossopharyngeal Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001650,hypoglossal nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010900,Hypoglossal Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001663,cerebral vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003897,Cerebral Veins,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001673,central retinal vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018951,Retinal Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001676,occipital bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015180,Occipital Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001677,sphenoid bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020291,Sphenoid Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001678,temporal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021148,Temporal Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001679,ethmoid bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007874,Ethmoid Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001681,nasal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014484,Nasal Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001682,palatine bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0336841,"Palate, Hard","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001683,jugal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0023159,Zygoma,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001684,mandible,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012975,Mandible,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001685,hyoid bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010806,Hyoid Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001700,geniculate ganglion,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009153,Geniculate Ganglion,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001717,spinal nucleus of trigeminal nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021968,"Trigeminal Nucleus, Spinal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001737,larynx,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012239,Larynx,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001738,thyroid cartilage,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021476,Thyroid Cartilage,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001739,laryngeal cartilage,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012225,Laryngeal Cartilages,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001740,arytenoid cartilage,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001782,Arytenoid Cartilage,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001744,lymphoid tissue,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012815,Lymphoid Tissue,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001745,secondary nodular lymphoid tissue,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0028212,Germinal Center,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001759,vagus nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022493,Vagus Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001762,turbinate bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022166,Turbinates,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001768,uvea,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022442,Uvea,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001769,iris,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011715,Iris,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001771,pupil,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018161,Pupil,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001772,corneal epithelium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0029063,"Epithelium, Corneal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001773,sclera,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019537,Sclera,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001775,ciliary body,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004476,Ciliary Body,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001776,optic choroid,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004346,Choroid,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001780,spinal nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020324,Spinal Nerves,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001782,pigmented layer of retina,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016849,Retinal Pigment Epithelium,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001783,optic disc,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015354,Optic Disk,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001785,cranial nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0005281,Cranial Nerves,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001800,sensory ganglion,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0027111,"Ganglia, Sensory","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001801,anterior segment of eyeball,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001299,Anterior Eye Segment,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001805,autonomic ganglion,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008979,"Ganglia, Autonomic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001806,sympathetic ganglion,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008983,"Ganglia, Sympathetic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001808,parasympathetic ganglion,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008980,"Ganglia, Parasympathetic","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001811,conjunctiva,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0005012,Conjunctiva,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001814,brachial nerve plexus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002856,Brachial Plexus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001815,lumbosacral nerve plexus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012725,Lumbosacral Plexus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020922,Sweat Glands,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001821,sebaceous gland,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019583,Sebaceous Glands,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001869,cerebral hemisphere,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002866,Cerebrum,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001870,frontal cortex,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008848,Frontal Lobe,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001871,temporal lobe,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021149,Temporal Lobe,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001872,parietal lobe,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015955,Parietal Lobe,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001873,caudate nucleus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003691,Caudate Nucleus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001874,putamen,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018190,Putamen,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001876,amygdala,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001044,Amygdala,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001880,bed nucleus of stria terminalis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019665,Septal Nuclei,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001882,nucleus accumbens,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015078,Nucleus Accumbens,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001884,phrenic nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016764,Phrenic Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001887,internal capsule of telencephalon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328545,Internal Capsule,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001890,forebrain,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0025248,Prosencephalon,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001891,midbrain,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013460,Mesencephalon,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001893,telencephalon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021130,Telencephalon,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001894,diencephalon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0006319,Diencephalon,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001895,metencephalon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328538,Metencephalon,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001896,medulla oblongata,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013280,Medulla Oblongata,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001897,dorsal plus ventral thalamus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021264,Thalamus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001898,hypothalamus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010939,Hypothalamus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001899,epithalamus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0028686,Epithalamus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001900,ventral thalamus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328577,Subthalamus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001905,pineal body,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016874,Pineal Gland,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001906,subthalamic nucleus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328575,Subthalamic Nucleus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001907,zona incerta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0337473,Zona Incerta,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001908,optic tract,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022780,Visual Pathways,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001908,optic tract,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0333074,Optic Tract,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001911,mammary gland,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0441093,"Mammary Glands, Human","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001915,endothelium of capillary,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007437,"Endothelium, Vascular","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001920,paraventricular nucleus of thalamus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328544,Midline Thalamic Nuclei,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001921,reuniens nucleus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328544,Midline Thalamic Nuclei,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001922,parafascicular nucleus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328548,Intralaminar Thalamic Nuclei,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001925,ventral lateral nucleus of thalamus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0328588,Ventral Thalamic Nuclei,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001926,lateral geniculate body,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009150,Geniculate Bodies,"",semapv:LogicalReasoning
