iri,id,name,aka,description
http://id.nlm.nih.gov/mesh/M0005843,M0005843,Dental Arch,,"The curve formed by the row of TEETH in their normal position in the JAW. The inferior dental arch is formed by the mandibular teeth, and the superior dental arch by the maxillary teeth."
http://id.nlm.nih.gov/mesh/M0005965,M0005965,Dentition,Dentitions,"The teeth collectively in the dental arch. Dentition ordinarily refers to the natural teeth in position in their alveoli. Dentition referring to the deciduous teeth is DENTITION, PRIMARY; to the permanent teeth, DENTITION, PERMANENT. (From Jablonski, Dictionary of Dentistry, 1992)"
http://id.nlm.nih.gov/mesh/M000605189,M000605189,Pericardial Fluid,"Fluid, Pericardial; Fluids, Pericardial; Pericardial Fluids",Watery fluid produced in the serous and visceral pericardium surrounding the surface of the HEART.
http://id.nlm.nih.gov/mesh/M000605281,M000605281,Dorsolateral Prefrontal Cortex,"Cortex, Dorsolateral Prefrontal; Dorsolateral Prefrontal Cortices",The upper surfaces of the prefrontal cortex comprising the rostral parts of the superior frontal gyrus and the middle frontal gyrus. It is involved in EXECUTIVE FUNCTION.
http://id.nlm.nih.gov/mesh/M000605286,M000605286,Plantar Plate,"Plantar Plates; Plate, Plantar; Plates, Plantar",Fibrocartilaginous ligament at the metatarsophalangeal and the interphalangeal joint of the toe.
http://id.nlm.nih.gov/mesh/M000605508,M000605508,Bone-Implant Interface,"Bone Implant Interface; Bone-Implant Interfaces; Interface, Bone-Implant; Interfaces, Bone-Implant",Region of interaction between the bone and PROSTHESES AND IMPLANTS which becomes bonded through cellular and extracellular interactions similar to OSSEOINTEGRATION.
http://id.nlm.nih.gov/mesh/M000606072,M000606072,Round Ligament of Uterus,Uterus Round Ligament; Uterus Round Ligaments,"A fibromuscular band that attaches to the UTERUS and then passes along the BROAD LIGAMENT, out through the INGUINAL RING, and into the labium majus."
http://id.nlm.nih.gov/mesh/M000606073,M000606073,Round Ligament of Liver,Liver Round Ligament; Liver Round Ligaments,A cord-like remnant structure formed from the closed left fetal UMBILICAL VEIN. It is located along the lower edge of the falciform ligament.
http://id.nlm.nih.gov/mesh/M000606074,M000606074,Round Ligament of Femur,Femur Round Ligament; Femur Round Ligaments,Ligament that connects the fovea of the FEMUR HEAD and the ACETABULUM notch in the HIP JOINT.
http://id.nlm.nih.gov/mesh/M0006068,M0006068,Descemet Membrane,"Descemet Membranes; Membrane, Descemet; Membranes, Descemet","A layer of the cornea. It is the basal lamina of the CORNEAL ENDOTHELIUM (from which it is secreted) separating it from the CORNEAL STROMA. It is a homogeneous structure composed of fine collagenous filaments, and slowly increases in thickness with age."
http://id.nlm.nih.gov/mesh/M000607750,M000607750,"Adipose Tissue, Beige","Adipose Tissues, Beige; Beige Adipose Tissues; Tissue, Beige Adipose; Tissues, Beige Adipose",Brown fat-like adipose tissue that develops in WHITE ADIPOSE TISSUE from non-MYOGENIC REGULATORY FACTOR 5 expressing cell lineage.
http://id.nlm.nih.gov/mesh/M000611239,M000611239,Coracoid Process,Coracoid Processes,A beak-like bone projection located at the lateral end of the superior anterior border of the SCAPULA.
http://id.nlm.nih.gov/mesh/M000611246,M000611246,Aponeurosis,,The flattened and/or expanded “tendon-like” dense fibrous connective tissue that connects skeletal muscles to each other or to bone.
http://id.nlm.nih.gov/mesh/M000611270,M000611270,Rib Cage,Rib Cages,The bony thoracic enclosure consisting of the vertebral column; the RIBS; the STERNUM; and the COSTAL CARTILAGE.
http://id.nlm.nih.gov/mesh/M000611362,M000611362,Nucleus Pulposus,,Fibrocartilage inner core of the intervertebral disc. Prolapsed or bulged nucleus pulposus leads to INTERVERTEBRAL DISC DISPLACEMENT while proliferation of cells in the nucleus pulposus is associated with INTERVERTEBRAL DISC DEGENERATION.
http://id.nlm.nih.gov/mesh/M000611368,M000611368,Annulus Fibrosus,,Outer portion of the intervertebral disc that surrounds the NUCLEUS PULPOSUS.
http://id.nlm.nih.gov/mesh/M000611425,M000611425,Hamstring Tendons,"Hamstring Tendon; Tendon, Hamstring; Tendons, Hamstring",A group of tendons that attach the HAMSTRING MUSCLES proximally to the PELVIS and to the TIBIA and FIBULA at the KNEE JOINT.
http://id.nlm.nih.gov/mesh/M000611429,M000611429,Hamstring Muscles,"Hamstring Muscle; Muscle, Hamstring; Muscles, Hamstring",A group of muscles in the posterior THIGH area that are involved in connecting the KNEE JOINT and the PELVIS.
http://id.nlm.nih.gov/mesh/M000611470,M000611470,"Collateral Ligament, Ulnar","Collateral Ligaments, Ulnar; Ligament, Ulnar Collateral; Ligaments, Ulnar Collateral",The internal lateral ligament that travels from the medial aspect of the ELBOW uniting the distal aspect of the HUMERUS to the proximal aspect of the ULNA.
http://id.nlm.nih.gov/mesh/M000612947,M000612947,Sentinel Lymph Node,"Lymph Node, Sentinel; Lymph Nodes, Sentinel; Sentinel Lymph Nodes",First lymph node to receive drainage from the primary tumor. SENTINEL LYMPH NODE BIOPSY is performed to determine early METASTASIS status because cancer cells may appear first in the sentinel node.
http://id.nlm.nih.gov/mesh/M000612948,M000612948,Place Cells,"Cell, Place; Cells, Place; Place Cell",Pyramidal neurons in the HIPPOCAMPUS that play a role in cognitive representation of a specific location within a space.
http://id.nlm.nih.gov/mesh/M000612949,M000612949,Grid Cells,"Cell, Grid; Cells, Grid; Grid Cell",Neurons in the ENTORHINAL CORTEX that project to the HIPPOCAMPUS. Grid cells and PLACE CELLS play a role in cognitive representation of spatial memory and navigation.
http://id.nlm.nih.gov/mesh/M000612951,M000612951,Perirhinal Cortex,"Cortex, Perirhinal; Perirhinal Cortices",An area in the temporal lobe that is important for memory encoding and retrieval. It is bordered caudally by the parahippocampal cortex (see HIPPOCAMPUS) and ventrally and medially by the ENTORHINAL CORTEX.
http://id.nlm.nih.gov/mesh/M000612953,M000612953,Axon Initial Segment,,First segment of axon that connects distal axon segments to the neuronal CELL BODY at the axon hillock region. The axon initial segment is not protected by the MYELIN SHEATH and has properties critical for axonal growth. The axon initial segment and the axon hillock form an axonal trigger zone.
http://id.nlm.nih.gov/mesh/M000612954,M000612954,Esophageal Mucosa,"Mucosa, Esophageal",Circular innermost layer of the ESOPHAGUS wall that mediates esophageal PERISTALSIS which pushes ingested food bolus toward the stomach.
http://id.nlm.nih.gov/mesh/M000615196,M000615196,Abdominal Oblique Muscles,"Abdominal Oblique Muscle; Muscle, Abdominal Oblique; Muscles, Abdominal Oblique",Muscles of the anterolateral abdominal wall consisting of the external oblique and the internal oblique muscles. The external abdominal oblique muscle fibers extend from lower thoracic ribs to the linea alba and the iliac crest. The internal abdominal oblique extend superomedially beneath the external oblique muscles.
http://id.nlm.nih.gov/mesh/M000616163,M000616163,Gracilis Muscle,"Gracilis Muscles; Muscle, Gracilis; Muscles, Gracilis","A slender and most superficial muscle in the inner THIGH which originates at the ramus of the PUBIC BONE near the PUBIC SYMPHYSIS and inserts at the proximal medial TIBIA. Its function is to abduct thigh, flex knee, and rotate leg medially. It is a common  source of a MYOCUTANEOUS FLAP."
http://id.nlm.nih.gov/mesh/M000616234,M000616234,Meniscus,,Crescent-shaped cartilaginous tissue interposed between two articulating bones.
http://id.nlm.nih.gov/mesh/M000616943,M000616943,Mucosal-Associated Invariant T Cells,Mucosal Associated Invariant T Cells,A subset of T-lymphocytes that are present in large numbers at MUCOUS MEMBRANES and respond to INFECTIONS. They express a conserved invariant T-CELL RECEPTOR ALPHA-CHAIN that enables them to respond to infections by sensing RIBOFLAVIN metabolites of pathogens.
http://id.nlm.nih.gov/mesh/M000617918,M000617918,Tertiary Lymphoid Structures,"Lymphoid Structure, Tertiary; Lymphoid Structures, Tertiary; Tertiary Lymphoid Structure","Aggregates of immune cells formed near the sites of chronically inflamed, infected, or tumorous tissues."
http://id.nlm.nih.gov/mesh/M000620791,M000620791,Platelet-Rich Fibrin,"Fibrin, Platelet-Rich; Platelet Rich Fibrin",A fibrin matrix derived from platelet-rich plasma that contains high concentration of BLOOD PLATELETS; LEUKOCYTES; CYTOKINES; and GROWTH FACTORS. It is used in a variety of clinical and TISSUE ENGINEERING applications.
http://id.nlm.nih.gov/mesh/M0006209,M0006209,Diaphragm,Diaphragms,The musculofibrous partition that separates the THORACIC CAVITY from the ABDOMINAL CAVITY. Contraction of the diaphragm increases the volume of the thoracic cavity aiding INHALATION.
http://id.nlm.nih.gov/mesh/M000622733,M000622733,Oligodendrocyte Precursor Cells,"Cell, Oligodendrocyte Precursor; Cells, Oligodendrocyte Precursor; Oligodendrocyte Precursor Cell; Precursor Cell, Oligodendrocyte; Precursor Cells, Oligodendrocyte",Neuroglial cells that first appear during mid-embryogenesis in the central nervous system of mammals and give rise to OLIGODENDROCYTES. Mitotically-active populations remain through late adulthood and are capable of regenerating MYELIN lost to disease or injury.
http://id.nlm.nih.gov/mesh/M000626819,M000626819,Suprachiasmatic Nucleus Neurons,Suprachiasmatic Nucleus Neuron,Neurons of the SUPRACHIASMATIC NUCLEUS.
http://id.nlm.nih.gov/mesh/M000631720,M000631720,Intraepithelial Lymphocytes,,"T Lymphocytes with limited diversity of receptors (e.g., ALPHA E INTEGRINS) in the epidermis of the skin and the mucosal linings. They recognize common microbes via T-CELL RECEPTORS and PATHOGEN-ASSOCIATED MOLECULAR PATTERN MOLECULES and function as effector cells for INNATE IMMUNITY. Activation of intraepithelial lymphocytes is a marker for various gastrointestinal diseases (e.g., CELIAC DISEASE; HAIRY CELL LEUKEMIA; and ENTEROPATHY-ASSOCIATED T-CELL LYMPHOMA)."
http://id.nlm.nih.gov/mesh/M0006319,M0006319,Diencephalon,,The paired caudal parts of the PROSENCEPHALON from which the THALAMUS; HYPOTHALAMUS; EPITHALAMUS; and SUBTHALAMUS are derived.
http://id.nlm.nih.gov/mesh/M0006371,M0006371,Digestive System,,"A group of organs stretching from the MOUTH to the ANUS, serving to breakdown foods, assimilate nutrients, and eliminate waste. In humans, the digestive system includes the GASTROINTESTINAL TRACT and the accessory glands (LIVER; BILIARY TRACT; PANCREAS)."
http://id.nlm.nih.gov/mesh/M000640738,M000640738,Gastric Artery,"Arteries, Gastric; Artery, Gastric; Gastric Arteries",Any of several branches of the SPLENIC ARTERY distributed to the greater curvature of the stomach.
http://id.nlm.nih.gov/mesh/M000640812,M000640812,Glymphatic System,,"A vascular waste clearance system in the brain analogous to the lymphatic system that facilitates transporting of solutes and waste products from CEREBROSPINAL FLUID (CSF) and brain INTERSTITIAL FLUID (ISF). CSF from the SUBARACHNOID SPACE enters the brain periarterial spaces, into the interstitium via channels (e.g., AQUAPORIN 4 PROTEIN) on astrocytic endfeet and exchanges with brain ISF before perivenous drainage of solutes and waste."
http://id.nlm.nih.gov/mesh/M000647224,M000647224,Mental Foramen,,An opening on the anterolateral aspect of the MANDIBLE through which the mental nerve bundle and vessels exit.
http://id.nlm.nih.gov/mesh/M000648549,M000648549,Jugular Foramina,"Foramina, Jugular",A pair of openings from the posterior cranial fossa through which the GLOSSOPHARYNGEAL NERVE; VAGUS NERVE; ACCESSORY NERVE and the internal JUGULAR VEINS pass.
http://id.nlm.nih.gov/mesh/M000648572,M000648572,Infratemporal Fossa,"Fossa, Infratemporal",The compartment that lies posterior to the MAXILLA and inferior to the side wall of the SKULL deep to the ramus of the MANDIBLE. It contains several FACIAL NERVES and the CAROTID ARTERIES and the JUGULAR VEINS.
http://id.nlm.nih.gov/mesh/M000648575,M000648575,Parapharyngeal Space,,"The deep neck space near the PHARYNX located anterior to the ptyergomandibular raphe,  posterior to the prevertebral fascia, inferior to the SKULL BASE, and superior to the HYOID BONE. Prestyloid parapharyngeal space contains cranial nerves IX, X, XI, XII and internal JUGULAR VEIN and internal CAROTID ARTERY.  Poststyloid parapharyngeal space contains AURICULARTEMPORAL NERVE and MAXILLARY ARTERY and ascending pharyngeal artery."
http://id.nlm.nih.gov/mesh/M000648723,M000648723,Cerebellar Golgi Cells,"Cerebellar Golgi Cell; Golgi Cell, Cerebellar; Golgi Cells, Cerebellar",Inhibitory interneurons embedded in the granular layer of the CEREBELLAR CORTEX.
http://id.nlm.nih.gov/mesh/M0006763,M0006763,Dorsomedial Hypothalamic Nucleus,"Nucleus, Dorsomedial Hypothalamic",An aggregation of cells in the middle hypothalamus dorsal to the ventromedial nucleus and bordering the THIRD VENTRICLE.
http://id.nlm.nih.gov/mesh/M000677381,M000677381,Default Mode Network,"Network, Default Mode",Brain regions which are functionally-connected that are active during resting state and deactivated when engaged in task- or attention-oriented behavioral activities as seen in cognitive imaging studies often with fMRI.
http://id.nlm.nih.gov/mesh/M000679091,M000679091,Uncinate Fasciculus,"Fasciculus, Uncinate","A hook-shaped WHITE MATTER axon tract that connects the uncus and pole of the TEMPORAL LOBE, the LIMBIC SYSTEM and the FRONTAL LOBE. It innervates AMYGDALA proper."
http://id.nlm.nih.gov/mesh/M000679153,M000679153,Vertebral Body,"Body, Vertebral; Vertebral Bodies",Main portion of the vertebra which bears majority of the weight.
http://id.nlm.nih.gov/mesh/M000682877,M000682877,T Follicular Helper Cells,,"A specialized subpopulation of CD4+ T cells involved in formation of GERMINAL CENTER. Tfh cells are mostly located in secondary lymphoid organs, e.g., TONSIL; SPLEEN and LYMPH NODES. They are CD4 ANTIGEN; CD45 ANTIGEN; B-CELL LYMPHOMA 6 PROTEIN; CXCR5 RECEPTORS; ICOS INDUCIBLE T-CELL CO-STIMULATOR; and PD1 RECEPTOR positive."
http://id.nlm.nih.gov/mesh/M000682937,M000682937,Tumor-Associated Macrophages,"Macrophage, Tumor-Associated; Tumor Associated Macrophages",Various macrophages found in TUMOR MICROENVIRONMENT. They may interact with tumor cells to influence growth and NEOPLASTIC PROCESSES.
http://id.nlm.nih.gov/mesh/M000682957,M000682957,Sympathoadrenal System,,"A connection of the SYMPATHETIC NERVOUS SYSTEM and the ADRENAL MEDULLA of the ADRENAL GLANDS. Intra-adrenal connection from the medulla to the cortex connects the system to other neuroendocrine systems, which in concert participate in FLIGHT REACTION in stress situations. CATECHOLAMINES are the principle hormone in the system."
http://id.nlm.nih.gov/mesh/M0006876,M0006876,Ductus Arteriosus,"Arteriosus, Ductus",A fetal blood vessel connecting the pulmonary artery with the descending aorta.
http://id.nlm.nih.gov/mesh/M0006890,M0006890,Duodenum,Duodenums,The shortest and widest portion of the SMALL INTESTINE adjacent to the PYLORUS of the STOMACH. It is named for having the length equal to about the width of 12 fingers.
http://id.nlm.nih.gov/mesh/M0006892,M0006892,Dura Mater,,"The outermost of the three MENINGES, a fibrous membrane of connective tissue that covers the brain and the spinal cord."
http://id.nlm.nih.gov/mesh/M0006939,M0006939,Ear Cartilage,"Cartilage, Ear; Cartilages, Ear",Cartilage of the EAR AURICLE and the EXTERNAL EAR CANAL.
http://id.nlm.nih.gov/mesh/M0006956,M0006956,Eccrine Glands,"Eccrine Gland; Gland, Eccrine; Glands, Eccrine",Simple sweat glands that secrete sweat directly onto the SKIN.
http://id.nlm.nih.gov/mesh/M0007118,M0007118,Efferent Pathways,"Efferent Pathway; Pathway, Efferent; Pathways, Efferent","Nerve structures through which impulses are conducted from a nerve center toward a peripheral site. Such impulses are conducted via efferent neurons (NEURONS, EFFERENT), such as MOTOR NEURONS, autonomic neurons, and hypophyseal neurons."
http://id.nlm.nih.gov/mesh/M0007146,M0007146,Ejaculatory Ducts,"Duct, Ejaculatory; Ducts, Ejaculatory; Ejaculatory Duct",Paired ducts in the human male through which semen is ejaculated into the urethra.
http://id.nlm.nih.gov/mesh/M0007155,M0007155,Elbow Joint,"Elbow Joints; Joint, Elbow; Joints, Elbow",A hinge joint connecting the FOREARM to the ARM.
http://id.nlm.nih.gov/mesh/M0007395,M0007395,Endocardium,Endocardiums,"The innermost layer of the heart, comprised of endothelial cells."
http://id.nlm.nih.gov/mesh/M000740445,M000740445,Mandibular Canal,"Canal, Mandibular; Mandibular Canals",Internal aspect of the mandible from the MENTAL FORAMEN to the mandibular foramen which serves as the conduit for the INFERIOR ALVEOLAR NERVE and the inferior alveolar artery and vein. Bifid and trifid mandibular canals are normal anatomical variants.
http://id.nlm.nih.gov/mesh/M0007416,M0007416,Endometrium,,"The mucous membrane lining of the uterine cavity that is hormonally responsive during the MENSTRUAL CYCLE and PREGNANCY. The endometrium undergoes cyclic changes that characterize MENSTRUATION. After successful FERTILIZATION, it serves to sustain the developing embryo."
http://id.nlm.nih.gov/mesh/M0007433,M0007433,"Endothelium, Corneal",,Single layer of large flattened cells covering the surface of the cornea.
http://id.nlm.nih.gov/mesh/M0007435,M0007435,"Endothelium, Lymphatic",,"Unbroken cellular lining (intima) of the lymph vessels (e.g., the high endothelial lymphatic venules). It is more permeable than vascular endothelium, lacking selective absorption and functioning mainly to remove plasma proteins that have filtered through the capillaries into the tissue spaces."
http://id.nlm.nih.gov/mesh/M0007437,M0007437,"Endothelium, Vascular",,Single pavement layer of cells which line the luminal surface of the entire vascular system and regulate the transport of macromolecules and blood components.
http://id.nlm.nih.gov/mesh/M0007477,M0007477,Enterochromaffin Cells,"Cell, Enterochromaffin; Cells, Enterochromaffin; Enterochromaffin Cell","A subtype of enteroendocrine cells found in the gastrointestinal MUCOSA, particularly in the glands of PYLORIC ANTRUM; DUODENUM; and ILEUM. These cells secrete mainly SEROTONIN and some neuropeptides. Their secretory granules stain readily with silver (argentaffin stain)."
http://id.nlm.nih.gov/mesh/M000748185,M000748185,Memory B Cells,"B Cell, Memory; Memory B Cell",A subset of activated B cells generated in response to primary immune challenge or immunization which are capable of giving rise to antibody-secreting cells upon re-challenge (see IMMUNOLOGIC MEMORY). Memory B cells feature many discrete properties indicative of differentiation through ISOTYPE SWITCHING and/or IMMUNOGLOBULIN SOMATIC HYPERMUTATION for rapid and robust recall of specific antibody responses.
http://id.nlm.nih.gov/mesh/M000748186,M000748186,Memory T Cells,"Memory T Cell; T Cell, Memory",A subset of activated T cells generated in response to primary immune challenge or immunization upon re-challenge (see IMMUNOLOGIC MEMORY). Memory T cells feature many discrete properties indicative of various differentiation such as expression pattern of CCR7 RECEPTORS and can be divided into central memory and effector memory T cells.
http://id.nlm.nih.gov/mesh/M000752489,M000752489,Schlemm's Canal,"Canal, Schlemm's; Schlemm's Canals; Schlemms Canal","A circular vascular-like structure in the anterior chamber of the eye bounded anterolaterally by the internal scleral sulcus and posteriorly by the trabecular meshwork. It is a part of a pathway where the AQUEOUS HUMOR from the ANTERIOR CHAMBER of the eye passes through the TRABECULAR MESHWORK, drains into the lumen of Schlemm’s canal, and subsequently returns to blood circulation into the veins of the SCLERA."
http://id.nlm.nih.gov/mesh/M0007534,M0007534,Eosinophils,Eosinophil,"Granular leukocytes with a nucleus that usually has two lobes connected by a slender thread of chromatin, and cytoplasm containing coarse, round granules that are uniform in size and stainable by eosin."
http://id.nlm.nih.gov/mesh/M0007535,M0007535,Ependyma,Ependymas,A thin membrane that lines the CEREBRAL VENTRICLES and the central canal of the SPINAL CORD.
http://id.nlm.nih.gov/mesh/M0007554,M0007554,Epidermis,,"The external, nonvascular layer of the skin. It is made up, from within outward, of five layers of EPITHELIUM: (1) basal layer (stratum basale epidermidis); (2) spinous layer (stratum spinosum epidermidis); (3) granular layer (stratum granulosum epidermidis); (4) clear layer (stratum lucidum epidermidis); and (5) horny layer (stratum corneum epidermidis)."
http://id.nlm.nih.gov/mesh/M000755725,M000755725,Medium Spiny Neurons,"Medium Spiny Neuron; Neuron, Medium Spiny","Medium sized, inhibitory GABAergic neurons in the CORPUS STRIATUM with highly developed dendritic trees. They are divided into neurons expressing DOPAMINE D1 RECEPTORS which project preferentially to the SUBSTANTIA NIGRA PARS RETICULATA and neurons expressing DOPAMINE D2 RECEPTORS which project preferentially to the lateral part of the GLOBUS PALLIDUS. Medium spiny neurons are preferentially lost in HUNTINGTON DISEASE."
http://id.nlm.nih.gov/mesh/M000755890,M000755890,Myotendinous Junction,"Junction, Myotendinous; Myotendinous Junctions",A specialized interface between muscle and tendon through which most contractile force is transmitted. It consists of elaborate surface folding called interdigitations involving EXTRACELLULAR MATRIX and terminal SARCOMERES.
http://id.nlm.nih.gov/mesh/M000755891,M000755891,Hypothalamic-Pituitary-Gonadal Axis,"Axis, Hypothalamic-Pituitary-Gonadal; Hypothalamic Pituitary Gonadal Axis","A collection of NEURONS, tracts of NERVE FIBERS, endocrine tissue, and blood vessels in the HYPOTHALAMUS, the PITUITARY GLAND and the GONADS. It plays a central role in endocrine regulation of gonadal function including release of hormones: GNRH; LUTEINIZING HORMONE; FOLLICLE-STIMULATING HORMONE and TESTOSTERONE."
http://id.nlm.nih.gov/mesh/M0007559,M0007559,Epididymis,,"The convoluted cordlike structure attached to the posterior of the TESTIS. Epididymis consists of the head (caput), the body (corpus), and the tail (cauda). A network of ducts leaving the testis joins into a common epididymal tubule proper which provides the transport, storage, and maturation of SPERMATOZOA."
http://id.nlm.nih.gov/mesh/M0007561,M0007561,Epidural Space,"Epidural Spaces; Space, Epidural; Spaces, Epidural",Space between the dura mater and the walls of the vertebral canal.
http://id.nlm.nih.gov/mesh/M0007562,M0007562,Epiglottis,,"A thin leaf-shaped cartilage that is covered with LARYNGEAL MUCOSA and situated posterior to the root of the tongue and HYOID BONE. During swallowing, the epiglottis folds back over the larynx inlet thus prevents foods from entering the airway."
http://id.nlm.nih.gov/mesh/M000758388,M000758388,Tuft Cells,"Cell, Tuft; Tuft Cell",Epithelial chemosensory cells with apical microvilli. They are found in many different organs and they share characteristics with the chemosensory cells in taste buds. These cells can be activated by infections in the gastrointestinal tract.
http://id.nlm.nih.gov/mesh/M000758617,M000758617,Epicardial Adipose Tissue,"Adipose Tissue, Epicardial; Epicardial Adipose Tissues; Tissue, Epicardial Adipose",A fat deposit localized between the MYOCARDIUM and the visceral layer of the serous PERICARDIUM. Epicardial adipose tissue is a risk factor for various CARDIOVASCULAR DISEASES.
http://id.nlm.nih.gov/mesh/M000758817,M000758817,Inferior Olivary Complex,"Olivary Complex, Inferior",A brainstem nucleus in the superior medulla and a part of the OLIVARY NUCLEUS complex. Inferior olivary complex integrates motor and proprioceptive inputs and provides feedback to cerebellar neurons.
http://id.nlm.nih.gov/mesh/M0007592,M0007592,Epiphyses,,"The head of a long bone that is separated from the shaft by the epiphyseal plate until bone growth stops. At that time, the plate disappears and the head and shaft are united."
http://id.nlm.nih.gov/mesh/M000764128,M000764128,Tibiofemoral Joint,"Joint, Tibiofemoral; Tibiofemoral Joints",The articulation between the articular surfaces of the TIBIA and the FEMUR.
http://id.nlm.nih.gov/mesh/M000764491,M000764491,Ganglionic Eminence,"Eminence, Ganglionic",A transitory embryonic structure that appears during the 5th week post-fertilization. The ganglionic eminence plays an important in the development of the nervous system by guiding tangential cell and axon migration during embryonic development and give rise to BASAL GANGLIA and cortical GABAergic and thalamic and olfactory INTERNEURONS.
http://id.nlm.nih.gov/mesh/M000764626,M000764626,Extravillous Trophoblasts,"Extravillous Trophoblast; Trophoblast, Extravillous","Differentiated trophoblast cells originally from trophoblastic cell columns of anchoring CHORIONIC VILLI of the DECIDUA basalis of the PLACENTA. Extravillous trophoblasts invade into the uterine structures, attaching the placenta to the UTERUS. They are also found in chorionic plate, MYOMETRIUM, and spiral arteries."
http://id.nlm.nih.gov/mesh/M0007689,M0007689,Erythroblasts,Erythroblast,"Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts."
http://id.nlm.nih.gov/mesh/M0007700,M0007700,Erythrocyte Inclusions,"Erythrocyte Inclusion; Inclusion, Erythrocyte; Inclusions, Erythrocyte",Pathologic inclusions occurring in erythrocytes.
http://id.nlm.nih.gov/mesh/M0007708,M0007708,Erythrocyte Membrane,"Erythrocyte Membranes; Membrane, Erythrocyte",The semi-permeable outer structure of a red blood cell. It is known as a red cell 'ghost' after HEMOLYSIS.
http://id.nlm.nih.gov/mesh/M0007711,M0007711,Erythrocytes,Erythrocyte,"Red blood cells. Mature erythrocytes are non-nucleated, biconcave disks containing HEMOGLOBIN whose function is to transport OXYGEN."
http://id.nlm.nih.gov/mesh/M0007712,M0007712,"Erythrocytes, Abnormal",,Oxygen-carrying RED BLOOD CELLS in mammalian blood that are abnormal in structure or function.
http://id.nlm.nih.gov/mesh/M0007756,M0007756,Esophagogastric Junction,"Junction, Esophagogastric",The area covering the terminal portion of ESOPHAGUS and the beginning of STOMACH at the cardiac orifice.
http://id.nlm.nih.gov/mesh/M0007761,M0007761,Esophagus,,The muscular membranous segment between the PHARYNX and the STOMACH in the UPPER GASTROINTESTINAL TRACT.
http://id.nlm.nih.gov/mesh/M0007874,M0007874,Ethmoid Bone,"Bone, Ethmoid; Bones, Ethmoid; Ethmoid Bones","A light and spongy (pneumatized) bone that lies between the orbital part of FRONTAL BONE and the anterior of SPHENOID BONE. Ethmoid bone separates the ORBIT from the ETHMOID SINUS. It consists of a horizontal plate, a perpendicular plate, and two lateral labyrinths."
http://id.nlm.nih.gov/mesh/M0007875,M0007875,Ethmoid Sinus,"Sinus, Ethmoid",The numerous (6-12) small thin-walled spaces or air cells in the ETHMOID BONE located between the eyes. These air cells form an ethmoidal labyrinth.
http://id.nlm.nih.gov/mesh/M0008071,M0008071,Extrapyramidal Tracts,"Extrapyramidal Tract; Tract, Extrapyramidal","Uncrossed tracts of motor nerves from the brain to the anterior horns of the spinal cord, involved in reflexes, locomotion, complex movements, and postural control."
http://id.nlm.nih.gov/mesh/M0008082,M0008082,Eye,Eyes,The organ of sight constituting a pair of globular organs made up of a three-layered roughly spherical structure specialized for receiving and responding to light.
http://id.nlm.nih.gov/mesh/M0008101,M0008101,Eyebrows,Eyebrow,Curved rows of HAIR located on the upper edges of the eye sockets.
http://id.nlm.nih.gov/mesh/M0008104,M0008104,Eyelashes,,The hairs which project from the edges of the EYELIDS.
http://id.nlm.nih.gov/mesh/M0008107,M0008107,Eyelids,Eyelid,Each of the upper and lower folds of SKIN which cover the EYE when closed.
http://id.nlm.nih.gov/mesh/M0008111,M0008111,Facial Bones,"Bone, Facial; Bones, Facial; Facial Bone","The facial skeleton, consisting of bones situated between the cranial base and the mandibular region. While some consider the facial bones to comprise the hyoid (HYOID BONE), palatine (HARD PALATE), and zygomatic (ZYGOMA) bones, MANDIBLE, and MAXILLA, others include also the lacrimal and nasal bones, inferior nasal concha, and vomer but exclude the hyoid bone. (Jablonski, Dictionary of Dentistry, 1992, p113)"
http://id.nlm.nih.gov/mesh/M0008118,M0008118,Facial Muscles,"Facial Muscle; Muscle, Facial; Muscles, Facial","Muscles of facial expression or mimetic muscles that include the numerous muscles supplied by the facial nerve that are attached to and move the skin of the face. (From Stedman, 25th ed)"
http://id.nlm.nih.gov/mesh/M0008121,M0008121,Facial Nerve,"Facial Nerves; Nerve, Facial","The 7th cranial nerve. The facial nerve has two parts, the larger motor root which may be called the facial nerve proper, and the smaller intermediate or sensory root. Together they provide efferent innervation to the muscles of facial expression and to the lacrimal and SALIVARY GLANDS, and convey afferent information for TASTE from the anterior two-thirds of the TONGUE and for TOUCH from the EXTERNAL EAR."
http://id.nlm.nih.gov/mesh/M0008175,M0008175,Fallopian Tubes,"Tube, Fallopian; Tubes, Fallopian","A pair of highly specialized canals extending from the UTERUS to its corresponding OVARY. They provide the means for OVUM transport from the ovaries and they are the site of the ovum's final maturation and FERTILIZATION. The fallopian tube consists of an interstitium, an isthmus, an ampulla, an infundibulum, and fimbriae. Its wall consists of three layers: serous, muscular, and an internal mucosal layer lined with both ciliated and secretory cells."
http://id.nlm.nih.gov/mesh/M0008234,M0008234,Fascia,,"Layers of connective tissue of variable thickness. The superficial fascia is found immediately below the skin; the deep fascia invests MUSCLES, nerves, and other organs."
